mlb_player_id,player_name,injury_date,season,injury_description,team_name
445926,Jesse Chavez,2019-08-13,2019,Texas Rangers placed RHP Jesse Chavez on the 10-day injured list. Right posterior elbow impingement.,Texas Rangers
445926,Jesse Chavez,2019-08-26,2019,Texas Rangers transferred RHP Jesse Chavez from the 10-day injured list to the 60-day injured list. Right posterior elbow impingement.,Texas Rangers
445926,Jesse Chavez,2019-11-04,2019,Texas Rangers activated RHP Jesse Chavez from the 60-day injured list.,Texas Rangers
445926,Jesse Chavez,2020-08-24,2020,"Texas Rangers placed RHP Jesse Chavez on the 10-day injured list retroactive to August 23, 2020. Left great toe sprain.",Texas Rangers
445926,Jesse Chavez,2020-09-06,2020,Texas Rangers activated RHP Jesse Chavez from the 10-day injured list.,Texas Rangers
445926,Jesse Chavez,2023-06-15,2023,Atlanta Braves placed RHP Jesse Chavez on the 15-day injured list. Left shin contusion.,Atlanta Braves
445926,Jesse Chavez,2023-07-23,2023,Atlanta Braves transferred RHP Jesse Chavez from the 15-day injured list to the 60-day injured list. Left shin contusion.,Atlanta Braves
450203,Charlie Morton,2012-04-04,2012,"Pittsburgh Pirates placed RHP Charlie Morton on the 15-day disabled list retroactive to March 29, 2012. Recovering from October 2011 right hip surgery.",Pittsburgh Pirates
450203,Charlie Morton,2012-04-14,2012,Pittsburgh Pirates activated RHP Charlie Morton from the 15-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2012-06-01,2012,"Pittsburgh Pirates placed RHP Charlie Morton on the 15-day disabled list retroactive to May 30, 2012. Right elbow inflammation.",Pittsburgh Pirates
450203,Charlie Morton,2012-06-24,2012,Pittsburgh Pirates transferred RHP Charlie Morton from the 15-day disabled list to the 60-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2012-10-31,2012,Pittsburgh Pirates activated RHP Charlie Morton from the 60-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2013-03-31,2013,"Pittsburgh Pirates placed RHP Charlie Morton on the 15-day disabled list retroactive to March 22, 2013. Recovering from June 2012 Tommy John surgery.",Pittsburgh Pirates
450203,Charlie Morton,2013-05-31,2013,Pittsburgh Pirates transferred RHP Charlie Morton from the 15-day disabled list to the 60-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2013-06-13,2013,Pittsburgh Pirates activated RHP Charlie Morton from the 60-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2014-08-17,2014,"Pittsburgh Pirates placed RHP Charlie Morton on the 15-day disabled list retroactive to August 16, 2014. right hip inflammation",Pittsburgh Pirates
450203,Charlie Morton,2014-09-16,2014,Pittsburgh Pirates activated RHP Charlie Morton from the 15-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2014-09-24,2014,Pittsburgh Pirates placed RHP Charlie Morton on the 60-day disabled list. sports hernia,Pittsburgh Pirates
450203,Charlie Morton,2014-10-25,2014,Pittsburgh Pirates activated RHP Charlie Morton from the 60-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2015-04-05,2015,Pittsburgh Pirates placed RHP Charlie Morton on the 15-day disabled list. Recovering from September 2014 right hip surgery,Pittsburgh Pirates
450203,Charlie Morton,2015-05-25,2015,Pittsburgh Pirates activated RHP Charlie Morton from the 15-day disabled list.,Pittsburgh Pirates
450203,Charlie Morton,2016-04-24,2016,Philadelphia Phillies placed RHP Charlie Morton on the 15-day disabled list. Strained left hamstring,Philadelphia Phillies
450203,Charlie Morton,2016-06-01,2016,Philadelphia Phillies transferred RHP Charlie Morton from the 15-day disabled list to the 60-day disabled list. May 2016 left hamstring surgery,Philadelphia Phillies
450203,Charlie Morton,2016-11-03,2016,Philadelphia Phillies activated RHP Charlie Morton from the 60-day disabled list.,Philadelphia Phillies
450203,Charlie Morton,2017-05-28,2017,Houston Astros placed RHP Charlie Morton on the 10-day disabled list. Right lat strain.,Houston Astros
450203,Charlie Morton,2017-07-07,2017,Houston Astros activated RHP Charlie Morton from the 10-day disabled list.,Houston Astros
450203,Charlie Morton,2018-08-29,2018,Houston Astros placed RHP Charlie Morton on the 10-day disabled list. Right shoulder discomfort.,Houston Astros
450203,Charlie Morton,2018-09-08,2018,Houston Astros activated RHP Charlie Morton from the 10-day disabled list.,Houston Astros
450203,Charlie Morton,2020-08-10,2020,Tampa Bay Rays placed RHP Charlie Morton on the 10-day injured list. Right shoulder inflammation.,Tampa Bay Rays
450203,Charlie Morton,2020-09-02,2020,Tampa Bay Rays activated RHP Charlie Morton from the 10-day injured list.,Tampa Bay Rays
450203,Charlie Morton,2021-10-27,2021,Atlanta Braves placed RHP Charlie Morton on the 10-day injured list.,Atlanta Braves
450203,Charlie Morton,2021-11-03,2021,Atlanta Braves activated RHP Charlie Morton from the 10-day injured list.,Atlanta Braves
450203,Charlie Morton,2023-09-24,2023,"Atlanta Braves placed RHP Charlie Morton on the 15-day injured list retroactive to September 23, 2023. Right index finger inflammation.",Atlanta Braves
450203,Charlie Morton,2023-10-08,2023,Atlanta Braves activated RHP Charlie Morton from the 15-day injured list.,Atlanta Braves
453286,Max Scherzer,2009-04-05,2009,"Arizona Diamondbacks placed RHP Max Scherzer on the 15-day disabled list retroactive to March 29, 2009.",Arizona Diamondbacks
453286,Max Scherzer,2017-08-18,2017,"Washington Nationals placed RHP Max Scherzer on the 10-day disabled list retroactive to August 15, 2017. Neck inflammation.",Washington Nationals
453286,Max Scherzer,2017-08-28,2017,Washington Nationals activated RHP Max Scherzer from the 10-day injured list.,Washington Nationals
453286,Max Scherzer,2019-07-13,2019,"Washington Nationals placed RHP Max Scherzer on the 10-day injured list retroactive to July 10, 2019. Mid-back strain.",Washington Nationals
453286,Max Scherzer,2019-07-25,2019,Washington Nationals activated RHP Max Scherzer from the 10-day injured list.,Washington Nationals
453286,Max Scherzer,2019-07-29,2019,"Washington Nationals placed RHP Max Scherzer on the 10-day injured list retroactive to July 26, 2019. Mild rhomboid strain.",Washington Nationals
453286,Max Scherzer,2019-08-22,2019,Washington Nationals activated P Max Scherzer from the 10 day injured list.,Washington Nationals
453286,Max Scherzer,2021-06-15,2021,Washington Nationals placed RHP Max Scherzer on the 10-day injured list. Groin inflammation.,Washington Nationals
453286,Max Scherzer,2021-06-22,2021,Washington Nationals activated RHP Max Scherzer from the 10-day injured list.,Washington Nationals
453286,Max Scherzer,2022-05-21,2022,"New York Mets placed RHP Max Scherzer on the 15-day injured list retroactive to May 19, 2022. Left oblique strain.",New York Mets
453286,Max Scherzer,2022-09-07,2022,"New York Mets placed RHP Max Scherzer on the 15-day injured list retroactive to September 4, 2022. Left oblique irritation.",New York Mets
453286,Max Scherzer,2022-09-19,2022,New York Mets activated RHP Max Scherzer from the 15-day injured list.,New York Mets
453286,Max Scherzer,2023-09-13,2023,Texas Rangers placed RHP Max Scherzer on the 15-day injured list. Right teres major muscle strain.,Texas Rangers
453286,Max Scherzer,2023-10-02,2023,Texas Rangers activated RHP Max Scherzer from the 15-day injured list.,Texas Rangers
453286,Max Scherzer,2024-03-25,2024,Texas Rangers placed RHP Max Scherzer on the 15-day injured list. Rehab from back surgery.,Texas Rangers
453286,Max Scherzer,2024-03-28,2024,"Texas Rangers placed RHP Max Scherzer on the 15-day injured list retroactive to March 25, 2024. Rehab from back surgery.",Texas Rangers
453286,Max Scherzer,2024-05-15,2024,Texas Rangers placed RHP Max Scherzer on the 60-day injured list. Rehab from back surgery.,Texas Rangers
453286,Max Scherzer,2024-06-23,2024,Texas Rangers activated RHP Max Scherzer from the 60-day injured list.,Texas Rangers
453286,Max Scherzer,2024-08-02,2024,"Texas Rangers placed RHP Max Scherzer on the 15-day injured list retroactive to July 31, 2024. Right shoulder fatigue.",Texas Rangers
453286,Max Scherzer,2024-09-14,2024,Texas Rangers activated RHP Max Scherzer from the 15-day injured list.,Texas Rangers
453286,Max Scherzer,2024-09-21,2024,Texas Rangers placed RHP Max Scherzer on the 15-day injured list. Left hamstring strain.,Texas Rangers
453286,Max Scherzer,2024-10-01,2024,Texas Rangers activated RHP Max Scherzer from the 15-day injured list.,Texas Rangers
453286,Max Scherzer,2025-03-30,2025,Toronto Blue Jays placed RHP Max Scherzer on the 15-day injured list. Right thumb inflammation.,Toronto Blue Jays
453286,Max Scherzer,2025-05-05,2025,Toronto Blue Jays transferred RHP Max Scherzer from the 15-day injured list to the 60-day injured list.,Toronto Blue Jays
455117,Martín Maldonado,2010-06-26,2010,Nashville Sounds placed C Martin Maldonado on the 7-day disabled list.,Nashville Sounds
455117,Martín Maldonado,2021-04-14,2021,Houston Astros placed C Martin Maldonado on the 10 day injured list.,Houston Astros
455117,Martín Maldonado,2021-04-20,2021,Houston Astros activated C Martin Maldonado from the 10-day injured list.,Houston Astros
455119,Chris Martin,2012-05-29,2012,Portland Sea Dogs placed RHP Chris Martin on the 7-day disabled list.,Portland Sea Dogs
455119,Chris Martin,2012-06-16,2012,Portland Sea Dogs activated RHP Chris Martin from the 7-day disabled list.,Portland Sea Dogs
455119,Chris Martin,2012-07-05,2012,Portland Sea Dogs placed RHP Chris Martin on the 7-day disabled list.,Portland Sea Dogs
455119,Chris Martin,2014-07-26,2014,Colorado Springs Sky Sox activated RHP Chris Martin from the 7-day disabled list.,Rocky Mountain Vibes
455119,Chris Martin,2014-08-12,2014,Colorado Springs Sky Sox placed RHP Chris Martin on the 7-day disabled list. Lower back strain.,Rocky Mountain Vibes
455119,Chris Martin,2015-07-27,2015,"Scranton/Wilkes-Barre RailRiders placed RHP Chris Martin on the 7-day disabled list retroactive to July 25, 2015.",Scranton/Wilkes-Barre RailRiders
455119,Chris Martin,2015-08-21,2015,Scranton/Wilkes-Barre RailRiders activated RHP Chris Martin from the 7-day disabled list.,Scranton/Wilkes-Barre RailRiders
455119,Chris Martin,2018-05-02,2018,"Texas Rangers placed RHP Chris Martin on the 10-day disabled list retroactive to May 1, 2018. Right forearm irritation.",Texas Rangers
455119,Chris Martin,2018-06-15,2018,"Texas Rangers placed RHP Chris Martin on the 10-day disabled list retroactive to June 12, 2018. Right calf strain.",Texas Rangers
455119,Chris Martin,2018-07-05,2018,Texas Rangers placed RHP Chris Martin on the 10-day disabled list. Left groin strain.,Texas Rangers
455119,Chris Martin,2018-07-31,2018,Texas Rangers activated RHP Chris Martin from the 10-day injured list.,Texas Rangers
455119,Chris Martin,2020-08-07,2020,"Atlanta Braves placed RHP Chris Martin on the 10-day injured list retroactive to August 6, 2020. Esophageal constriction.",Atlanta Braves
455119,Chris Martin,2020-08-20,2020,Atlanta Braves activated RHP Chris Martin from the 10-day injured list.,Atlanta Braves
455119,Chris Martin,2021-04-16,2021,Boston Red Sox placed RHP Chris Martin on the 15-day injured list. Right shoulder inflammation.,Boston Red Sox
455119,Chris Martin,2021-09-02,2021,Atlanta Braves placed RHP Chris Martin on the 10-day injured list. Right elbow inflammation.,Atlanta Braves
455119,Chris Martin,2023-04-30,2023,Boston Red Sox activated RHP Chris Martin from the 15-day injured list.,Boston Red Sox
455119,Chris Martin,2023-09-28,2023,Boston Red Sox placed RHP Chris Martin on the 15-day injured list. Viral infection.,Boston Red Sox
455119,Chris Martin,2023-10-02,2023,Boston Red Sox activated RHP Chris Martin from the 15-day injured list.,Boston Red Sox
455119,Chris Martin,2024-06-05,2024,"Boston Red Sox placed RHP Chris Martin on the 15-day injured list retroactive to June 2, 2024. Anxiety.",Boston Red Sox
455119,Chris Martin,2024-06-18,2024,Boston Red Sox activated RHP Chris Martin from the 15-day injured list.,Boston Red Sox
455119,Chris Martin,2024-07-05,2024,"Boston Red Sox placed RHP Chris Martin on the 15-day injured list retroactive to July 4, 2024. Right elbow inflammation.",Boston Red Sox
455119,Chris Martin,2024-08-07,2024,Boston Red Sox activated RHP Chris Martin from the 15-day injured list.,Boston Red Sox
456781,Donovan Solano,2017-04-27,2017,Scranton/Wilkes-Barre RailRiders placed 3B Donovan Solano on the 7-day disabled list.,Scranton/Wilkes-Barre RailRiders
456781,Donovan Solano,2017-05-26,2017,Scranton/Wilkes-Barre RailRiders activated 2B Donovan Solano from the 7-day disabled list.,Scranton/Wilkes-Barre RailRiders
456781,Donovan Solano,2018-05-23,2018,Oklahoma City Dodgers placed SS Donovan Solano on the 7-day disabled list.,Oklahoma City Comets
456781,Donovan Solano,2018-07-15,2018,Oklahoma City Dodgers activated SS Donovan Solano from the 7-day disabled list.,Oklahoma City Comets
456781,Donovan Solano,2021-04-22,2021,San Francisco Giants placed 2B Donovan Solano on the 10-day injured list. Right calf strain.,San Francisco Giants
456781,Donovan Solano,2021-08-26,2021,San Francisco Giants placed 2B Donovan Solano on the 10-day injured list.,San Francisco Giants
456781,Donovan Solano,2022-04-04,2022,Cincinnati Reds placed 2B Donovan Solano on the 10-day injured list.,Cincinnati Reds
456781,Donovan Solano,2022-05-23,2022,Cincinnati Reds transferred 2B Donovan Solano from the 10-day injured list to the 60-day injured list. Lleft hamstring strain.,Cincinnati Reds
457705,Andrew McCutchen,2014-08-11,2014,"Pittsburgh Pirates placed CF Andrew McCutchen on the 15-day disabled list retroactive to August 4, 2014. Avulsion fracture involving the costochondral cartilage of the left 11th rib.",Pittsburgh Pirates
457705,Andrew McCutchen,2014-08-19,2014,Pittsburgh Pirates activated CF Andrew McCutchen from the 15-day disabled list.,Pittsburgh Pirates
457705,Andrew McCutchen,2019-06-04,2019,Philadelphia Phillies placed LF Andrew McCutchen on the 10-day injured list. Left ACL tear,Philadelphia Phillies
457705,Andrew McCutchen,2019-06-24,2019,Philadelphia Phillies transferred LF Andrew McCutchen from the 10-day injured list to the 60-day injured list. Left ACL tear.,Philadelphia Phillies
457705,Andrew McCutchen,2019-11-04,2019,Philadelphia Phillies activated LF Andrew McCutchen from the 60-day injured list.,Philadelphia Phillies
457705,Andrew McCutchen,2021-08-02,2021,Philadelphia Phillies placed CF Andrew McCutchen on the 10-day injured list. Left knee inflammation.,Philadelphia Phillies
457705,Andrew McCutchen,2021-08-11,2021,Philadelphia Phillies activated CF Andrew McCutchen from the 10-day injured list.,Philadelphia Phillies
457705,Andrew McCutchen,2022-05-07,2022,Milwaukee Brewers placed CF Andrew McCutchen on the 10-day injured list.,Milwaukee Brewers
457705,Andrew McCutchen,2022-05-20,2022,Milwaukee Brewers activated CF Andrew McCutchen from the 10-day injured list.,Milwaukee Brewers
457705,Andrew McCutchen,2023-07-07,2023,"Pittsburgh Pirates placed DH Andrew McCutchen on the 10-day injured list retroactive to July 6, 2023. Right Elbow inflammation.",Pittsburgh Pirates
457705,Andrew McCutchen,2023-07-16,2023,Pittsburgh Pirates activated DH Andrew McCutchen from the 10-day injured list.,Pittsburgh Pirates
457705,Andrew McCutchen,2023-09-06,2023,"Pittsburgh Pirates placed DH Andrew McCutchen on the 10-day injured list retroactive to September 5, 2023. Partial Tear to Left Achilles Tendon.",Pittsburgh Pirates
457705,Andrew McCutchen,2023-09-19,2023,Pittsburgh Pirates transferred DH Andrew McCutchen from the 10-day injured list to the 60-day injured list. Partial tear to left achilles tendon.,Pittsburgh Pirates
457705,Andrew McCutchen,2023-11-02,2023,Pittsburgh Pirates activated DH Andrew McCutchen from the 60-day injured list.,Pittsburgh Pirates
457705,Andrew McCutchen,2024-08-17,2024,Pittsburgh Pirates placed DH Andrew McCutchen on the 10-day injured list. Left knee inflammation.,Pittsburgh Pirates
457705,Andrew McCutchen,2024-08-30,2024,Pittsburgh Pirates activated DH Andrew McCutchen from the 10-day injured list.,Pittsburgh Pirates
457759,Justin Turner,2009-06-11,2009,"Norfolk Tides placed 2B Justin Turner on the 7-day disabled list retroactive to June 9, 2009. Sprained wrist.",Norfolk Tides
457759,Justin Turner,2012-05-29,2012,New York Mets placed 2B Justin Turner on the 15-day disabled list. Sprained right ankle.,New York Mets
457759,Justin Turner,2012-06-16,2012,New York Mets activated 1B Justin Turner from the 15-day disabled list.,New York Mets
457759,Justin Turner,2013-06-18,2013,"New York Mets placed 1B Justin Turner on the 15-day disabled list retroactive to June 17, 2012. Left intercostal strain.",New York Mets
457759,Justin Turner,2013-07-22,2013,New York Mets activated 3B Justin Turner from the 15-day disabled list.,New York Mets
457759,Justin Turner,2014-06-29,2014,Los Angeles Dodgers placed 3B Justin Turner on the 15-day disabled list. Left hamstring strain.,Los Angeles Dodgers
457759,Justin Turner,2014-07-18,2014,Los Angeles Dodgers activated 3B Justin Turner from the 15-day disabled list.,Los Angeles Dodgers
457759,Justin Turner,2015-07-31,2015,"Los Angeles Dodgers placed 3B Justin Turner on the 15-day disabled list retroactive to July 27, 2015. Right thigh skin infection.",Los Angeles Dodgers
457759,Justin Turner,2015-08-13,2015,Los Angeles Dodgers activated 3B Justin Turner from the 15-day disabled list.,Los Angeles Dodgers
457759,Justin Turner,2017-05-19,2017,Los Angeles Dodgers placed 3B Justin Turner on the 10-day disabled list. Right hamstring strain.,Los Angeles Dodgers
457759,Justin Turner,2017-06-09,2017,Los Angeles Dodgers activated 3B Justin Turner from the 10-day disabled list.,Los Angeles Dodgers
457759,Justin Turner,2018-03-29,2018,"Los Angeles Dodgers placed 3B Justin Turner on the 10-day disabled list retroactive to March 26, 2018. Left wrist fracture.",Los Angeles Dodgers
457759,Justin Turner,2018-05-15,2018,Los Angeles Dodgers activated 3B Justin Turner from the 10-day disabled list.,Los Angeles Dodgers
457759,Justin Turner,2018-07-23,2018,Los Angeles Dodgers placed 3B Justin Turner on the 10-day disabled list. Right groin strain.,Los Angeles Dodgers
457759,Justin Turner,2018-08-02,2018,Los Angeles Dodgers activated 3B Justin Turner from the 10-day injured list.,Los Angeles Dodgers
457759,Justin Turner,2020-09-01,2020,"Los Angeles Dodgers placed 3B Justin Turner on the 10-day injured list retroactive to August 29, 2020. Left hamstring strain.",Los Angeles Dodgers
457759,Justin Turner,2020-09-15,2020,Los Angeles Dodgers activated 3B Justin Turner from the 10-day injured list.,Los Angeles Dodgers
457759,Justin Turner,2022-08-02,2022,"Los Angeles Dodgers placed 3B Justin Turner on the 10-day injured list retroactive to July 30, 2022. Abdominal strain.",Los Angeles Dodgers
457759,Justin Turner,2022-08-09,2022,Los Angeles Dodgers activated 3B Justin Turner from the 10-day injured list.,Los Angeles Dodgers
458677,Justin Wilson,2019-04-22,2019,New York Mets placed LHP Justin Wilson on the 10-day injured list. Left elbow soreness.,New York Mets
458677,Justin Wilson,2019-05-06,2019,New York Mets activated LHP Justin Wilson from the 10-day injured list.,New York Mets
458677,Justin Wilson,2019-05-11,2019,"New York Mets placed LHP Justin Wilson on the 10-day injured list retroactive to May 8, 2019. Left elbow soreness.",New York Mets
458677,Justin Wilson,2019-07-02,2019,New York Mets activated LHP Justin Wilson from the 10-day injured list.,New York Mets
458677,Justin Wilson,2021-03-31,2021,New York Yankees placed P Justin Wilson on the 10 day disabled list.,New York Yankees
458677,Justin Wilson,2021-04-09,2021,New York Yankees activated P Justin Wilson from the 10 day injured list.,New York Yankees
458677,Justin Wilson,2021-05-29,2021,New York Yankees placed LHP Justin Wilson on the 10-day injured list.,New York Yankees
458677,Justin Wilson,2022-04-27,2022,"Cincinnati Reds placed LHP Justin Wilson on the 10-day injured list retroactive to April 24, 2022.",Cincinnati Reds
458677,Justin Wilson,2022-05-27,2022,Cincinnati Reds transferred LHP Justin Wilson from the 10-day injured list to the 60-day injured list.,Cincinnati Reds
458677,Justin Wilson,2023-03-29,2023,"Milwaukee Brewers placed LHP Justin Wilson on the 15-day injured list retroactive to March 27, 2023. Recovery from Tommy John surgery.",Milwaukee Brewers
458677,Justin Wilson,2023-04-01,2023,Milwaukee Brewers transferred LHP Justin Wilson from the 15-day injured list to the 60-day injured list.,Milwaukee Brewers
458677,Justin Wilson,2023-07-28,2023,Milwaukee Brewers activated LHP Justin Wilson from the 60-day injured list.,Milwaukee Brewers
458677,Justin Wilson,2023-07-29,2023,Milwaukee Brewers placed LHP Justin Wilson on the 15-day injured list. Left lat strain.,Milwaukee Brewers
458677,Justin Wilson,2023-08-07,2023,Milwaukee Brewers transferred LHP Justin Wilson from the 15-day injured list to the 60-day injured list. Left lat strain.,Milwaukee Brewers
458677,Justin Wilson,2024-05-17,2024,Cincinnati Reds placed LHP Justin Wilson on the 15-day injured list. Left shoulder tightness.,Cincinnati Reds
458677,Justin Wilson,2024-06-02,2024,Cincinnati Reds activated LHP Justin Wilson from the 15-day injured list.,Cincinnati Reds
467793,Carlos Santana,2010-08-03,2010,Cleveland Indians placed C Carlos Santana on the 15-day disabled list. Left knee sprain,Cleveland Guardians
467793,Carlos Santana,2010-09-23,2010,Cleveland Indians transferred C Carlos Santana from the 15-day disabled list to the 60-day disabled list.,Cleveland Guardians
467793,Carlos Santana,2010-11-09,2010,Cleveland Indians activated C Carlos Santana from the 60-day disabled list.,Cleveland Guardians
467793,Carlos Santana,2012-05-26,2012,Cleveland Indians placed C Carlos Santana on the 7-day disabled list. Concussion,Cleveland Guardians
467793,Carlos Santana,2012-06-05,2012,Cleveland Indians activated 3B Carlos Santana from the 7-day disabled list.,Cleveland Guardians
467793,Carlos Santana,2014-05-27,2014,"Cleveland Indians placed 3B Carlos Santana on the 7-day disabled list retroactive to May 26, 2014. Concussion-like symptoms",Cleveland Guardians
467793,Carlos Santana,2014-06-06,2014,Cleveland Indians activated 1B Carlos Santana from the 7-day disabled list.,Cleveland Guardians
467793,Carlos Santana,2022-05-04,2022,"Kansas City Royals placed 1B Carlos Santana on the 10-day injured list retroactive to May 3, 2022. Right ankle bursitis.",Kansas City Royals
467793,Carlos Santana,2022-05-13,2022,Kansas City Royals activated 1B Carlos Santana from the 10-day injured list.,Kansas City Royals
471911,Carlos Carrasco,2011-04-28,2011,"Cleveland Indians placed RHP Carlos Carrasco on the 15-day disabled list retroactive to April 25, 2011. 
Inflammation in right elbow",Cleveland Guardians
471911,Carlos Carrasco,2011-05-11,2011,Cleveland Indians activated RHP Carlos Carrasco from the 15-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2011-09-06,2011,Cleveland Indians transferred RHP Carlos Carrasco from the 15-day disabled list to the 60-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2011-11-02,2011,Cleveland Indians activated RHP Carlos Carrasco from the 60-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2012-03-15,2012,Cleveland Indians placed RHP Carlos Carrasco on the 60-day disabled list. right elbow surgery,Cleveland Guardians
471911,Carlos Carrasco,2015-08-26,2015,"Cleveland Indians placed RHP Carlos Carrasco on the 15-day disabled list retroactive to August 22, 2015. Right shoulder inflammation",Cleveland Guardians
471911,Carlos Carrasco,2015-09-08,2015,Cleveland Indians activated RHP Carlos Carrasco from the 15-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2016-04-25,2016,Cleveland Indians placed RHP Carlos Carrasco on the 15-day disabled list. Strained left hamstring.,Cleveland Guardians
471911,Carlos Carrasco,2016-06-02,2016,Cleveland Indians activated RHP Carlos Carrasco from the 15-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2016-09-30,2016,Cleveland Indians placed RHP Carlos Carrasco on the 60-day disabled list. Broken right hand.,Cleveland Guardians
471911,Carlos Carrasco,2016-11-07,2016,Cleveland Indians activated RHP Carlos Carrasco from the 60-day disabled list.,Cleveland Guardians
471911,Carlos Carrasco,2018-06-17,2018,Cleveland Indians placed RHP Carlos Carrasco on the 10-day disabled list. Right elbow contusion.,Cleveland Guardians
471911,Carlos Carrasco,2018-07-06,2018,Cleveland Indians activated RHP Carlos Carrasco from the 10-day injured list.,Cleveland Guardians
