name,Player ID,Game Date,Team,Opponent,At Bats,Runs,Hits,Total Bases,Doubles,Triples,Home Runs,RBIs,Walks,Intentional Walks,Strikeouts,Stolen Bases,Caught Stealing,Batting Average,On Base %,Slugging %,Hit By Pitch,Sac Bunts,Sac Flies
Yoshinobu Yamamoto,808967,2025-03-18,Los Angeles Dodgers,Chicago Cubs,18,1,3,4,1,0,0,0,1,0,4,0,0,0.167,0.211,0.222,0,0,0
Yoshinobu Yamamoto,808967,2025-03-28,Los Angeles Dodgers,Detroit Tigers,20,2,5,11,0,0,2,0,2,0,10,1,0,0.211,0.318,0.55,0,0,0
Yoshinobu Yamamoto,808967,2025-04-04,Los Angeles Dodgers,Philadelphia Phillies,19,1,3,4,1,0,0,0,3,0,5,1,0,0.193,0.273,0.211,0,0,0
Yoshinobu Yamamoto,808967,2025-04-11,Los Angeles Dodgers,Chicago Cubs,19,0,2,3,1,0,0,0,1,0,9,0,0,0.171,0.15,0.158,0,0,0
Yoshinobu Yamamoto,808967,2025-04-18,Los Angeles Dodgers,Texas Rangers,25,0,5,8,3,0,0,0,0,0,10,0,1,0.178,0.2,0.32,0,0,0
Yoshinobu Yamamoto,808967,2025-04-25,Los Angeles Dodgers,Pittsburgh Pirates,20,3,5,5,0,0,0,0,4,0,5,1,0,0.19,0.375,0.25,0,0,0
Yoshinobu Yamamoto,808967,2025-05-02,Los Angeles Dodgers,Atlanta Braves,19,0,1,2,1,0,0,0,2,0,6,0,0,0.171,0.143,0.105,0,0,0
Yoshinobu Yamamoto,808967,2025-05-08,Los Angeles Dodgers,Arizona Diamondbacks,20,5,6,12,0,0,2,0,1,0,4,0,0,0.188,0.364,0.6,1,0,0
Yoshinobu Yamamoto,808967,2025-05-14,Los Angeles Dodgers,Athletics,22,3,4,8,1,0,1,0,2,0,6,1,0,0.187,0.25,0.364,0,0,0
Hyeseong Kim,808975,2025-05-03,Los Angeles Dodgers,Atlanta Braves,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
Hyeseong Kim,808975,2025-05-04,Los Angeles Dodgers,Atlanta Braves,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0
Hyeseong Kim,808975,2025-05-05,Los Angeles Dodgers,Miami Marlins,4,1,2,2,0,0,0,1,0,0,0,1,0,0.5,0.5,0.5,0,0,0
Hyeseong Kim,808975,2025-05-06,Los Angeles Dodgers,Miami Marlins,4,1,1,1,0,0,0,0,0,0,1,0,0,0.375,0.375,0.375,0,0,0
Hyeseong Kim,808975,2025-05-07,Los Angeles Dodgers,Miami Marlins,4,1,2,2,0,0,0,1,0,0,0,0,0,0.417,0.417,0.417,0,0,0
Hyeseong Kim,808975,2025-05-08,Los Angeles Dodgers,Arizona Diamondbacks,4,0,0,0,0,0,0,0,0,0,3,0,0,0.313,0.313,0.313,0,0,0
Hyeseong Kim,808975,2025-05-09,Los Angeles Dodgers,Arizona Diamondbacks,0,1,0,0,0,0,0,0,0,0,0,0,0,0.313,0.313,0.313,0,0,0
Hyeseong Kim,808975,2025-05-10,Los Angeles Dodgers,Arizona Diamondbacks,3,0,1,1,0,0,0,0,0,0,0,0,0,0.316,0.316,0.316,0,0,0
Hyeseong Kim,808975,2025-05-11,Los Angeles Dodgers,Arizona Diamondbacks,3,0,1,1,0,0,0,0,0,0,1,0,0,0.318,0.318,0.318,0,0,0
Hyeseong Kim,808975,2025-05-13,Los Angeles Dodgers,Athletics,1,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.304,0.304,0,0,0
Hyeseong Kim,808975,2025-05-14,Los Angeles Dodgers,Athletics,2,1,2,5,0,0,1,1,0,0,0,0,0,0.36,0.36,0.48,0,0,0
Hyeseong Kim,808975,2025-05-15,Los Angeles Dodgers,Athletics,3,4,3,4,1,0,0,2,2,0,0,1,0,0.429,0.467,0.571,0,0,0
